lng,lat
102.254258,26.682132,2
107.036886,31.752890,5
106.147772,29.062619,6
105.454556,28.172363,3
103.874230,30.330405,8
103.809641,30.056028,6
104.079385,29.638670,7
103.509919,30.023366,6
102.006162,26.385597,2
103.947909,30.463730,1
104.424807,31.097116,1
104.564860,30.353372,3
103.859930,31.704429,7
104.532898,31.321327,2
102.189053,28.097158,2
103.719683,32.073390,7
103.585652,31.482843,7
106.485301,31.655075,10
104.925191,31.322497,9
103.761632,32.186953,7
104.213219,29.974007,6
103.585767,31.482937,7
105.580289,30.460021,4
104.150488,30.019018,6
104.610806,30.241919,3
103.278150,30.204302,2
103.791223,30.010144,8
107.097592,31.585067,5
103.726719,32.314757,7
102.474553,29.270992,1
102.786319,29.787344,2
103.556847,28.871341,8
103.156836,29.936213,9
103.917006,29.467605,7
104.334843,30.585235,3
103.652990,29.205695,8
102.614297,29.673461,2
102.473439,29.270686,1
102.957446,29.975943,2
103.840400,30.856056,7
102.279818,26.923540,2
103.243890,30.161498,1
98.307570,29.581282,4
104.239354,30.617394,3
102.178622,28.220610,1
102.180550,28.247287,1
103.731045,32.115951,7
106.827587,32.345344,10
103.571664,31.465876,7
105.059787,29.554786,3
103.843465,30.346363,1
103.930996,29.229202,9
104.393055,30.501628,3
106.931806,31.858712,5
104.714836,29.813241,3
106.670346,31.798604,10
106.827587,32.345344,10
106.827587,32.345344,10
106.827587,32.345344,10
103.442514,30.183338,1
103.229630,30.159165,1
104.570011,30.348478,3
105.415368,31.265622,10
104.514512,30.408174,3
102.331910,29.060233,2
102.926497,30.017838,4
102.331862,29.880465,4
103.194196,30.149703,2
103.254071,30.161483,1
104.458462,30.457219,3
107.067454,30.771821,4
102.254258,26.682132,2
104.050681,29.570134,7
103.200487,30.154515,2
103.761836,32.181565,7
104.664357,30.978699,10
104.799376,30.837761,6
104.433346,31.171665,1
103.491800,29.510454,8
103.506698,30.184381,1
103.425060,30.192913,1
104.298215,29.937484,6
103.167524,30.127280,2
106.043179,30.800567,4
103.858274,30.102431,8
103.406459,29.935300,6
104.953799,29.696495,3
103.756296,31.598913,7
104.609548,30.144622,3
104.264145,29.951082,6
102.001901,30.066039,4
103.862137,30.166388,8
102.254258,26.682132,2
103.869209,30.173920,8
102.220169,28.492892,1
102.621074,29.693388,2
106.220450,32.218922,5
103.848471,30.363620,1
102.989708,30.015943,1
106.485301,31.655075,10
102.254258,26.682132,2
103.417851,29.939588,6
103.846603,30.355586,1
106.889754,32.488074,10
103.608071,29.769970,8
102.497131,29.274712,2
106.485301,31.655075,10
106.485301,31.655075,10
106.485301,31.655075,10
102.816756,29.693660,1
102.926490,30.018146,4
103.730028,30.283041,1
106.485301,31.655075,10
103.896069,29.004864,7
107.645599,31.086238,5
106.485301,31.655075,10
106.871590,32.429922,10
103.563231,29.457689,8
106.033330,30.799231,4
102.304474,27.243644,1
103.160929,29.938042,9
103.770153,32.238472,7
104.983983,31.108029,10
103.809464,29.363409,9
103.560860,28.872419,8
104.571527,30.342393,3
103.726413,32.406805,7
103.841256,30.332812,1
105.679105,31.326789,10
104.333951,31.135688,6
102.458089,30.009764,4
105.374303,30.942727,9
105.323523,31.209634,10
104.732791,30.160040,6
101.768063,26.369759,1
104.959158,31.104232,10
103.597436,32.625337,7
105.570591,30.669435,9
104.133165,30.213013,7
107.053025,30.776695,4
103.132557,28.335723,8
104.332410,30.976694,1
103.319270,30.233651,2
106.692570,32.266085,5
103.759399,29.948294,8
107.577163,31.227609,5
102.277270,26.806406,2
104.129106,30.009466,6
105.971325,29.973043,9
102.394309,29.256450,2
102.208299,27.703592,2
103.307160,30.171844,1
105.633081,32.383566,2
104.282659,30.605024,3
107.947109,31.044322,5
103.612462,30.983481,7
106.403768,31.546538,10
102.290055,26.873104,2
104.324098,30.594666,3
103.717530,29.525096,9
103.847672,30.359573,1
101.814955,26.202573,1
102.634690,29.413091,1
102.186546,28.057374,2
107.408807,31.207687,5
107.128420,31.410734,5
106.218134,29.761293,9
104.564874,30.353014,3
105.638359,30.558039,9
104.569927,30.348946,3
103.562531,31.459458,7
103.024539,28.118914,8
102.210604,26.571081,2
104.178650,29.987870,6
103.863168,30.383964,1
103.700519,29.890109,8
104.402981,31.182554,2
104.604516,30.070696,3
103.788481,29.385496,9
104.320859,30.597473,3
104.363972,30.543039,3
105.168500,31.184767,10
104.628762,29.937408,3
103.719109,28.983619,8
107.000471,33.133679,2
104.257224,30.947406,2
104.517378,30.391685,3
106.406408,31.516496,10
104.879512,30.291380,4
103.488604,31.059579,7
104.479384,31.310727,1
104.818506,30.225951,6
102.239953,27.741393,2
107.098527,31.579709,5
104.844891,31.108809,10
104.319608,30.599130,3
102.162969,30.079293,4
104.299436,31.143660,6
101.993970,30.065389,4
102.925690,30.018688,4
102.162863,30.079192,4
103.096150,30.055146,9
104.436304,31.236179,1
104.558830,30.878051,10
102.114311,30.078097,4
103.886771,30.829448,7
102.172523,27.027358,1
107.053246,31.634488,5
103.966114,30.496303,1
103.792223,30.012024,8
102.144982,30.080962,4
106.406644,31.517065,10
106.868548,32.374534,10
104.586604,30.363801,4
104.667573,31.068196,6
102.958284,29.976657,2
104.337294,30.997152,1
103.880461,30.298970,8
104.242475,29.960832,6
102.244489,27.383185,1
103.874135,30.330867,8
103.518415,30.029927,6
103.811415,30.033153,8
102.458600,30.010655,4
105.480949,31.284775,10
102.634790,29.412947,1
103.960234,30.476722,1
104.981796,30.302874,4
103.869221,30.173878,8
103.719267,29.535056,9
107.007025,30.801220,4
107.261233,31.186062,5
102.762345,29.825385,2
102.157512,30.079928,4
102.186046,27.987341,1
102.197139,28.368875,2
105.078613,29.516593,3
107.598055,31.122709,5
107.946861,31.045310,5
107.895068,30.990519,5
104.485974,31.110733,6
102.488915,29.271034,2
104.243913,30.906191,1
102.500641,29.275573,1
104.594583,30.295046,3
104.945668,28.790819,9
106.868750,32.374887,10
104.609548,30.144622,3
103.740586,32.141205,7
106.041987,29.922647,9
103.743385,30.915518,7
103.481259,30.436134,4
102.933543,29.946370,2
107.051007,31.631753,5
105.340994,31.213602,10
104.921916,30.284050,4
106.859156,32.370366,10
104.360081,30.547651,3
103.694140,29.160592,8
103.277579,30.199437,2
103.740112,31.804417,7
103.628736,32.562200,7
102.687235,29.815641,2
101.143682,30.084246,4
104.447106,31.278432,2
103.137106,28.337681,8
102.191429,27.972245,2
104.507193,31.325185,1
107.052471,31.632938,5
104.609693,30.225232,3
105.915096,30.035475,9
105.603323,30.631690,9
107.434553,31.212481,5
104.513775,30.414501,3
104.591248,31.099060,6
104.981445,30.299456,4
102.172102,30.081807,4
103.777594,29.421031,9
105.096835,30.265526,4
102.205692,27.564836,2
102.253376,27.166224,1
104.297858,29.937929,6
103.659212,30.062410,6
103.091454,30.066145,2
107.248190,31.201456,5
107.184295,30.771833,4
107.423136,31.206705,5
102.184588,26.551027,2
107.113559,31.502086,5
107.125370,30.774120,4
104.181992,29.986728,6
103.740450,32.140141,7
103.634407,30.061107,6
104.722200,30.148430,6
105.024125,29.595089,3
103.441574,29.831445,9
103.788365,29.385760,9
107.357464,31.213964,5
107.831618,31.107621,5
102.256751,26.629030,2
103.642300,29.334590,8
102.251373,27.150434,2
107.597113,31.124932,5
105.297584,32.165995,1
102.194771,27.465752,2
103.709135,29.166619,8
103.619790,32.728319,7
104.314142,31.137128,6
102.184811,28.171571,2
105.648171,30.523867,9
104.532107,31.135177,6
102.181783,28.199023,1
103.081468,30.059304,1
106.314444,33.057413,2
104.591017,31.099432,6
102.249822,29.825295,4
107.058603,31.598489,5
106.793862,31.860723,5
107.113536,31.492138,5
104.524096,30.889204,10
102.270246,27.003503,2
103.499468,29.629488,8
104.532805,30.889786,10
104.591273,31.098939,6
103.489791,30.190765,1
104.629658,29.936503,3
103.602642,31.486503,7
102.933683,29.938994,2
104.828667,31.091914,10
104.981795,30.302695,4
105.378514,28.979317,3
103.727073,32.314449,7
102.634603,29.413223,1
104.435462,31.267133,2
104.214943,29.972691,6
104.470322,31.111414,6
103.885420,30.035935,6
104.150532,30.022609,6
102.208237,26.564003,2
104.214943,29.972691,6
102.285288,26.896650,2
104.214943,29.972691,6
104.214943,29.972691,6
98.307570,29.581282,4
104.214943,29.972691,6
104.609548,30.144622,3
102.487824,30.006121,4
105.120096,30.264103,4
104.668385,31.528272,1
106.297996,33.058261,2
106.790687,31.859589,5
106.871623,32.429957,10
102.192227,27.972639,2
102.171690,28.221106,2
103.792669,30.013234,8
104.315799,31.139152,6
104.353058,31.015549,1
104.524096,30.889204,10
107.115507,31.492405,5
107.097158,31.581409,5
104.669308,31.062709,6
104.214943,29.972691,6
103.815627,31.657125,7
104.105162,30.232117,7
102.259787,28.777693,1
104.214943,29.972691,6
104.214943,29.972691,6
103.837497,30.857389,7
106.508539,31.658953,10
104.214943,29.972691,6
107.908436,30.999910,5
103.792409,31.630312,7
104.943116,30.315558,6
102.145467,30.081127,4
105.090135,31.151510,9
104.654085,29.873285,3
103.807891,30.062811,6
103.132773,28.335621,8
103.892210,30.398379,1
105.388728,28.954080,3
103.717508,32.069911,7
104.948309,31.307270,9
104.524096,30.889204,10
103.083096,28.307880,8
106.826518,31.854980,5
102.601938,29.338389,2
104.214943,29.972691,6
104.673114,31.527780,1
104.592199,31.097179,6
107.067248,30.771899,4
104.017508,29.533827,7
103.675171,28.931738,8
104.214943,29.972691,6
105.934073,30.812585,4
103.634393,30.255784,1
104.584702,30.312299,3
105.735410,32.426151,2
103.134114,28.336675,8
104.831619,30.311678,4
102.841530,29.731009,1
103.504217,29.642441,8
103.090697,28.506270,8
104.893474,29.756841,3
104.439155,31.271905,2
105.263263,31.023942,9
103.782469,29.414573,9
103.663278,28.930693,8
103.857860,30.847518,7
104.578413,30.329307,3
107.131934,31.445829,5
104.441156,31.258265,1
104.402852,30.493355,3
102.268672,27.009324,2
104.369802,31.026998,1
104.449340,30.463613,3
104.219507,29.968741,6
104.609410,30.236863,3
103.556110,28.920676,8
104.462913,31.292002,1
103.738015,30.063057,6
104.496401,31.303159,2
104.393387,30.501288,3
102.115555,30.077312,4
102.212139,27.406381,1
103.659212,30.062410,6
103.107982,30.007289,9
103.243850,30.161495,1
103.475494,31.287043,7
103.613745,32.714394,7
105.662138,30.472408,9
104.867944,30.831414,6
104.564903,30.353419,3
105.253161,31.030873,9
103.961307,29.167423,7
105.971194,29.973149,9
102.293264,26.874958,2
107.601364,31.120076,5
107.634655,31.103807,5
102.223099,27.720084,2
102.180921,28.211209,1
104.864209,29.760155,3
101.984287,30.063448,4
104.339500,30.572836,3
103.642430,29.334465,8
102.294206,26.845801,2
103.694748,31.557146,7
107.654820,31.077385,5
107.113353,31.477489,5
107.070616,31.589196,5
107.097117,31.578198,5
105.102244,31.140322,9
104.605937,30.098992,3
102.253521,26.689941,2
102.772596,29.686143,1
101.996366,26.784049,1
104.642862,31.496202,1
104.533496,31.322641,2
104.674423,30.344162,4
104.905653,29.748914,3
104.283560,30.605108,3
102.622278,29.423023,2
104.508224,30.422874,3
104.412154,31.233346,2
103.801509,30.878539,7
102.507457,29.278800,1
103.577289,31.472351,7
103.487275,29.784381,9
104.557126,31.386320,1
104.609150,29.984815,3
103.636415,29.828947,8
104.586057,30.069101,6
105.903313,30.804435,4
103.145324,30.102286,1
103.860733,30.129698,8
103.278189,29.851705,9
104.868044,30.831336,6
103.067110,30.036480,2
107.601065,31.120059,5
103.549297,31.449262,7
103.924276,30.438729,1
105.739832,31.311334,10
106.886347,32.514390,10
104.190236,29.984660,6
105.366066,29.041825,3
107.111766,31.491984,5
103.876943,30.247887,8
104.190236,29.984660,6
104.190236,29.984660,6
102.258019,27.110198,2
104.190236,29.984660,6
104.190236,29.984660,6
104.605548,30.883914,10
104.190236,29.984660,6
102.115330,26.907050,1
103.291445,30.167436,1
104.445694,31.264719,1
101.991454,30.064467,4
102.290041,27.199265,1
104.602451,30.878734,10
104.190236,29.984660,6
104.704010,29.822743,3
104.386057,31.067374,1
105.513604,31.305978,10
105.379846,31.214365,10
103.659837,30.967754,7
104.724161,30.970511,6
104.628261,29.938569,3
106.886347,32.514390,10
107.118362,31.522994,5
104.585486,30.309281,3
106.874417,31.849957,5
106.871497,32.430083,10
104.228327,30.892563,1
104.502765,30.430477,3
106.943661,30.821815,4
107.901017,31.079422,5
107.945780,31.066290,5
107.098364,31.574224,5
105.749295,32.404698,1
105.781178,32.426351,2
104.466479,31.309265,1
100.804220,30.030100,4
103.709265,29.166720,8
102.192463,27.972725,2
104.174957,30.634384,3
103.912814,29.460502,7
108.646170,34.095835,1
105.810502,30.807798,4
102.771332,30.049955,4
104.707109,31.056181,10
105.839334,32.459333,2
106.900422,31.854445,5
102.926455,29.886514,1
103.132669,28.335622,8
103.734593,30.924752,7
103.665153,30.061698,6
103.882307,30.486983,8
107.834447,31.105400,5
103.684465,32.458792,7
100.800307,30.029669,4
102.634446,29.413468,1
102.634523,29.413349,1
105.739832,31.311334,10
105.477149,32.142357,2
102.220413,27.106617,1
102.313168,28.974496,2
106.259435,30.786173,4
105.330364,32.185905,1
102.752589,29.634707,1
102.200982,27.664820,2
104.647585,29.891176,3
105.976894,29.968624,9
104.650662,29.884991,3
102.256975,26.676597,2
102.256989,26.676607,2
104.647585,29.891176,3
104.650662,29.884991,3
103.418329,29.939776,6
105.750275,30.214985,9
103.725710,29.106101,8
104.647585,29.891176,3
103.743047,29.111376,8
103.688329,32.042686,7
102.185575,28.266522,1
107.131934,31.445829,5
104.361429,30.551766,3
106.853579,30.812732,4
102.245164,26.612626,2
102.256986,26.676606,2
104.107847,30.230635,7
103.510656,30.022576,6
103.810978,30.033818,8
107.098396,31.581903,5
102.487857,30.008436,4
103.556100,28.920688,8
104.649624,29.888623,3
103.630063,32.558786,7
102.957981,29.974370,1
102.771806,30.047701,4
104.650917,29.879946,3
104.933916,30.287057,4
103.544661,28.838722,8
106.772958,32.160612,10
101.984232,30.063431,4
103.122840,30.084385,1
104.269176,30.606380,3
105.346298,28.435936,3
105.833816,32.473332,1
107.659567,31.074052,5
106.729452,33.081311,1
103.534920,29.686570,8
102.256989,26.676609,2
107.366925,31.210274,5
103.845332,30.352502,1
107.912521,31.001870,5
106.360279,30.802579,4
104.567165,30.351956,3
103.615200,31.490332,7
102.271816,26.790847,2
104.369891,31.027086,1
102.343374,29.142929,2
104.610510,30.146577,3
104.385107,31.063799,1
103.628656,32.562047,7
104.606345,30.107478,3
106.402538,31.546106,10
106.223863,30.786305,4
106.792387,31.854244,5
104.544229,30.359646,3
102.006454,30.066936,4
102.488016,30.006574,4
103.888430,30.394707,1
100.798087,30.035039,4
105.301180,31.227010,10
108.681682,34.120077,1
105.042264,29.576071,3
107.323198,30.766778,4
104.458220,30.457285,3
103.891183,30.397384,1
105.334175,28.839986,3
104.588544,30.301460,3
103.091273,30.066007,2
106.882801,30.797918,4
106.265815,33.049308,2
104.337625,30.574403,3
104.610163,30.144270,3
104.150599,30.022666,6
103.544758,29.693148,8
110.623032,30.631040,4
107.419209,31.202640,5
103.928097,29.229710,9
104.982195,31.286358,9
102.289429,26.874185,2
104.367749,30.540938,3
103.498017,29.566750,8
102.192227,27.972639,2
102.219322,28.445390,1
104.610446,30.147807,3
103.600648,29.326429,8
106.232606,31.369669,10
106.641755,31.777958,10
103.518297,30.032519,6
104.237442,30.902573,1
104.870552,31.770474,1
103.049590,28.791296,8
102.159585,26.530606,2
102.254898,26.674743,2
104.354277,31.016776,1
104.449334,31.115022,6
102.921496,29.859561,2
102.186596,28.063124,2
105.341343,32.196219,1
104.569583,30.349456,3
107.639518,31.099027,5
103.999750,30.533879,1
103.089015,30.062458,2
102.181062,28.256759,2
105.802615,30.806420,4
106.401837,31.540372,10
103.679221,32.005481,7
103.556090,28.920716,8
106.661065,31.795461,10
103.763737,31.613176,7
103.724034,31.579321,7
104.362611,30.544142,3
104.609548,30.144622,3
104.703103,31.012885,6
105.147786,30.310978,4
105.711501,31.313432,10
105.701555,32.414488,2
102.226032,29.831769,4
102.458558,30.010417,4
104.538207,31.367339,1
104.440111,31.272372,2
105.643986,31.325895,10
102.026593,30.088971,4
103.874924,30.294803,8
102.195705,27.476785,2
98.307570,29.581282,4
104.283668,29.945825,6
103.510578,30.022431,6
103.482294,30.430164,4
102.938125,30.004977,4
100.795903,30.047360,4
102.200878,27.664391,2
102.495687,29.274134,2
103.127362,30.102128,2
104.561333,30.355254,3
103.955572,30.480160,1
104.443745,30.466132,3
103.863510,30.112786,8
102.294652,27.214083,1
102.634373,29.413584,1
105.264249,31.023060,9
104.612549,30.243410,3
103.695740,31.558985,7
102.192153,27.972628,2
103.776649,30.283268,1
103.729214,28.961347,8
103.557769,28.865729,8
106.641755,31.777958,10
100.799260,30.042513,4
105.517045,30.376144,4
103.630058,29.786757,8
107.899124,30.993561,5
104.724674,29.804318,3
102.374744,29.227085,2
103.394318,29.924915,6
102.988455,28.279087,8
103.750295,30.914242,7
107.077320,31.585474,5
106.708465,26.730391,8
106.886389,32.514682,10
106.821545,32.326640,10
105.307107,29.361480,3
105.848033,32.464355,2
104.561784,30.354821,3
103.198247,30.153097,2
103.510607,30.022636,6
104.447517,31.282839,2
104.957572,31.103452,10
107.695248,31.033297,5
103.219373,30.178793,2
107.434143,31.213142,5
105.371586,32.214356,1
106.009406,29.951975,9
106.185497,29.085350,9
103.729624,29.508149,9
102.258756,27.061511,2
102.904189,29.821150,2
103.314368,29.868744,9
103.508836,30.182726,6
104.954397,29.702457,3
104.029299,30.019476,6
104.525108,30.380892,3
103.792522,31.631606,7
102.207016,27.521249,1
102.179320,28.112527,1
103.907271,28.929123,7
103.588584,30.037850,6
104.151667,30.020918,6
103.760640,29.446892,9
104.187322,30.629490,3
106.831909,32.347473,10
104.609548,30.144622,3
102.254918,26.674762,2
106.882765,32.532953,10
102.208418,27.778356,1
104.433521,31.270853,2
104.325581,30.593902,3
103.889696,29.260912,9
100.787076,30.058427,4
106.292309,29.686588,9
101.950901,26.605098,1
105.083256,30.272077,4
102.454387,30.002785,4
103.725534,29.515292,9
103.615342,31.490497,7
102.841806,29.731399,1
103.520602,29.662282,8
105.787690,32.451002,1
104.556564,31.406100,2
103.137869,30.106617,2
104.538033,31.132294,6
102.975814,29.998169,1
102.167322,27.017339,1
103.079805,30.058741,1
106.346686,29.671367,9
107.578137,31.174906,5
108.484721,31.774684,5
102.019800,30.083146,4
104.311677,30.965710,1
103.556103,28.920695,8
104.668797,29.853088,3
102.884747,30.016008,4
104.609993,30.026322,3
103.843000,30.344056,1
103.721978,29.534686,9
107.423046,31.206711,5
104.445795,31.264920,1
100.790874,30.052302,4
103.786910,30.002839,8
101.848432,26.549435,1
102.791289,29.674551,1
103.524258,30.031809,6
105.971302,29.973058,9
105.579184,30.460585,4
105.234348,29.391384,3
103.630581,31.501753,7
103.812641,31.652222,7
103.901960,30.028498,6
104.342653,28.962015,9
105.179081,31.186035,10
105.572925,30.469126,4
105.306839,31.223260,10
105.662257,30.472708,9
106.408233,31.512834,10
106.558032,31.710979,10
105.395129,28.946934,3
105.322048,28.735802,9
106.360323,30.802922,4
105.935074,30.812812,4
102.171796,28.221950,2
102.783223,29.788404,2
104.611611,30.136169,3
103.840594,30.331673,1
103.556155,29.722753,9
104.539864,31.132236,6
105.565216,30.463728,9
105.787777,32.450833,1
104.295944,29.939725,6
104.867944,30.831414,6
103.760279,29.968636,8
103.499912,29.629350,8
104.460588,30.456044,3
103.811462,30.033979,8
102.291579,26.872094,2
103.597006,29.757255,8
103.510388,30.022535,6
103.745185,30.071879,6
103.840729,30.331952,1
104.608125,30.235588,3
105.595222,30.409584,9
103.848100,30.363097,1
102.267986,27.021713,2
98.307570,29.581282,4
106.697920,31.855060,10
100.781571,30.065005,4
104.096687,29.700080,7
104.761689,30.918601,6
104.626075,31.079891,6
104.797246,31.088549,10
102.162509,30.079218,4
104.602720,30.878917,10
104.944043,30.754994,6
102.172236,28.225586,2
105.350460,29.079359,3
107.952396,31.038599,5
107.120376,31.525169,5
106.247841,29.149347,9
104.559422,30.356061,3
102.634305,29.413697,1
104.183723,29.986003,6
104.589920,31.101203,6
103.132669,28.335472,8
102.769661,29.809766,2
102.621704,29.424345,2
100.775352,30.071665,4
102.166493,30.080657,4
104.412569,30.485445,3
102.250166,26.682831,2
102.250403,26.682036,2
103.818068,31.665399,7
104.606165,30.026310,3
105.264444,31.022892,9
102.021595,30.083721,4
104.490418,30.441876,3
102.182748,28.258637,2
103.876410,29.271038,9
103.798492,31.636283,7
102.191499,28.300082,1
103.500509,29.633568,8
103.510738,30.022722,6
104.370587,31.027282,1
104.458973,30.456953,3
102.251180,26.684407,2
104.628134,29.915836,3
104.664403,30.348568,4
102.373920,29.227220,2
103.219169,30.178639,2
104.519535,30.390747,3
102.336250,27.284534,2
103.592520,29.608847,9
103.254203,29.850675,9
101.952427,26.628300,1
103.879623,30.231545,8
103.679383,29.571460,9
102.654093,30.082950,4
102.842310,29.729554,1
104.477216,31.311623,1
103.706422,31.565478,7
104.609548,30.144622,3
102.200692,27.534952,2
102.256730,26.676549,2
107.077231,31.585439,5
103.663224,29.309921,8
102.634242,29.413809,1
103.445510,30.192159,1
102.078802,26.449568,2
100.771757,30.072367,4
103.202347,30.157774,2
104.079980,30.253729,7
103.726381,32.407164,7
103.325191,30.236448,2
102.309333,28.990729,2
104.559337,30.356164,3
104.449848,31.291282,1
104.479228,31.110262,6
104.390490,31.084287,1
106.092323,31.363197,10
103.738455,32.150798,7
104.605340,30.104224,3
104.609319,30.236530,3
106.900533,33.151009,2
106.859305,32.371068,10
103.637807,32.531314,7
105.544260,30.398341,4
103.569924,31.465926,7
107.147266,30.774366,4
104.417686,30.482259,3
105.726284,32.418769,2
106.870778,32.430619,10
103.886860,30.829230,7
103.606942,29.769208,8
103.016803,28.291143,8
104.698568,29.829042,3
104.503168,30.430188,3
103.080141,30.058968,1
105.710892,32.415503,2
103.556014,28.855787,8
103.491907,31.060446,7
103.456215,29.551869,8
102.940786,30.000821,4
102.460111,30.011515,4
100.772625,30.064275,4
105.729752,31.307698,10
104.085571,29.088228,9
105.838753,32.459359,2
105.043988,29.577871,3
102.033274,26.382016,2
103.841222,30.334761,1
102.254522,26.682349,2
104.190595,29.984430,6
105.604882,30.553359,4
104.093812,30.234792,7
104.978662,31.288064,9
106.857048,30.811633,4
103.647746,29.273193,8
103.003442,30.023853,1
102.453855,29.999803,4
104.361374,30.550115,3
103.557149,28.865201,8
104.560280,30.355613,3
103.885894,30.495060,8
105.196493,28.682416,9
106.405224,31.602727,10
105.445142,30.819218,9
101.984232,30.063431,4
103.226583,29.860985,9
103.297055,30.169246,1
103.067388,30.036807,2
105.545310,30.422401,4
102.254896,26.674795,2
103.709527,29.166628,8
102.183151,28.018518,1
105.060275,31.104922,10
104.508176,30.422995,3
103.337485,29.889387,9
104.613030,30.244311,3
102.167485,30.081233,4
104.607821,30.214689,3
102.802996,29.792007,2
107.117875,31.311930,5
103.841519,30.333433,1
103.310525,30.172367,1
104.345061,30.565429,3
103.132821,28.335538,8
117.546786,24.636884,3
104.498911,30.434326,3
103.195858,30.151801,2
104.939716,30.760066,6
103.605439,29.768199,8
103.139792,28.338463,8
105.057229,30.642250,6
102.126969,26.916531,1
105.693069,30.292963,9
104.521151,31.135065,6
107.832084,31.107480,5
103.513332,30.218719,6
104.780571,30.876120,6
104.523486,31.346048,2
107.576489,31.228145,5
102.256730,26.676549,2
99.120260,30.020001,4
105.971302,29.973058,9
106.853842,31.855878,5
103.095700,28.311686,8
107.117796,31.311807,5
103.690155,31.545286,7
105.779451,32.426000,2
107.416678,31.207379,5
106.860994,32.371045,10
106.212359,31.393974,10
104.608457,30.126000,3
106.861066,32.370965,10
99.019317,29.781563,4
105.281653,31.014777,9
102.957645,29.976127,2
104.405799,30.492137,3
104.403130,30.440038,4
104.331144,31.133387,6
105.602825,30.632281,9
102.185255,28.171515,2
104.186589,29.985097,6
104.443525,31.274405,2
104.573605,30.335688,3
105.433099,28.310741,3
103.541967,29.694702,8
105.565580,30.463363,9
107.031141,30.791349,4
104.138609,29.090072,9
101.983297,26.387987,2
104.407148,30.433653,4
104.214943,29.972691,6
104.763043,29.777520,3
104.214943,29.972691,6
102.025339,30.087964,4
100.769727,30.068282,4
104.479903,31.308861,2
104.846768,29.759257,3
105.517129,30.721513,9
106.564167,31.726490,10
103.264548,30.161420,1
104.214943,29.972691,6
104.150748,30.022547,6
104.214943,29.972691,6
104.214943,29.972691,6
103.909690,29.010560,7
102.258371,26.638297,2
102.290008,26.872877,2
103.840863,30.332159,1
105.872212,30.099083,9
106.359560,30.802650,4
104.639388,29.901384,3
107.096983,31.579107,5
105.024302,29.594943,3
103.714548,29.544160,9
102.933545,29.946374,2
107.110999,31.515035,5
103.863887,30.350343,8
101.490105,30.066868,4
104.691983,31.555278,1
103.852889,30.344205,1
103.857197,30.380789,1
103.988901,29.527248,7
102.185895,27.989820,1
103.677584,31.991758,7
106.008149,29.953014,9
102.988147,28.280261,8
103.557891,29.715062,9
102.187730,27.974276,1
100.767296,30.071698,4
102.270928,28.798305,1
102.283490,26.903695,2
102.172650,28.223592,2
105.838753,32.459359,2
102.669838,25.102446,1
103.576677,30.226938,1
104.214943,29.972691,6
104.214943,29.972691,6
102.336218,27.284348,2
105.109377,29.484926,3
102.925360,29.884407,1
105.752203,31.319959,10
102.256730,26.676549,2
104.706025,31.055078,10
104.670425,31.061930,6
104.615943,30.905751,10
104.214943,29.972691,6
104.148279,30.021133,6
102.245519,27.156812,1
107.098454,31.580111,5
104.214943,29.972691,6
103.407537,29.925378,6
104.299117,31.143952,6
98.316046,29.573661,4
104.649719,29.888415,3
103.506214,30.378858,6
104.528198,30.372080,3
104.715482,30.993605,6
102.256730,26.676549,2
106.695244,31.843790,10
102.186782,28.065520,2
102.991436,30.010954,1
103.291595,30.167471,1
106.475072,31.645965,10
105.042392,29.576445,3
102.256730,26.676549,2
105.464005,30.588230,9
107.107741,31.497014,5
104.146339,30.020959,6
107.096964,31.579804,5
107.045451,31.674527,5
103.861390,30.114707,8
104.612521,30.258373,3
104.320675,30.598393,3
103.555976,28.920689,8
103.955849,30.042919,6
103.021064,28.115709,8
103.276507,29.851691,9
104.086464,29.664016,7
105.147401,32.052712,1
105.531943,30.513929,9
104.557954,31.387363,1
105.091833,31.150702,9
103.842373,30.338355,1
104.480802,28.904958,9
104.185605,30.843138,2
107.126296,31.522170,5
102.280675,26.827823,2
104.185605,30.843138,2
104.240990,30.904514,1
104.493553,30.437694,3
103.870916,29.285252,9
103.766637,32.255708,7
103.710660,29.095556,8
100.762377,30.076260,4
104.337294,30.997152,1
103.726351,29.107712,8
103.608824,29.772816,8
103.585316,30.229758,1
103.625372,29.783360,8
103.853860,31.062364,6
104.742802,29.789780,3
104.901186,29.751720,3
107.045253,31.672545,5
104.670501,30.976560,10
104.283662,30.603474,3
107.096952,31.579656,5
107.098717,31.578924,5
105.024156,29.594992,3
102.631267,29.506676,2
102.871082,29.792086,2
103.179181,30.133610,2
103.862133,30.142356,8
102.203408,28.529484,2
102.842724,29.781184,2
104.212703,29.974665,6
106.811524,32.248955,10
106.046097,30.798716,4
106.802992,31.857775,5
106.360444,30.802200,4
105.292184,28.715613,9
100.752912,30.078645,4
103.727246,32.333339,7
104.514395,30.392947,3
105.781876,32.442111,1
102.254539,27.114079,2
103.919266,30.433219,1
103.857812,30.380955,1
104.372370,30.517338,3
103.886444,30.827831,7
103.681190,31.924810,7
104.263430,30.918638,1
103.562891,29.454223,8
102.900935,30.032165,4
104.456081,31.299359,1
104.533665,31.317905,2
107.045126,31.670519,5
102.276552,26.951729,2
106.353481,31.465325,10
103.138244,28.336773,8
107.070881,31.590808,5
102.259244,27.111707,2
104.925052,29.737025,3
103.856754,31.705388,7
